Результаты соревнований

Группа M16
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
31; ;;IIIю;00:27:53;+00:16:41;31;3,95;0;4
32;Костин Константин;;Iю;00:27:56;+00:16:44;32;3,83;0;4
33;Коняшкин Иван;;Iю;00:29:17;+00:18:05;33;3,71;0;4
34;Софьин Захар;;III;00:29:27;+00:18:15;34;3,60;0;4
35;Фазлиев Артём;;;00:29:38;+00:18:26;35;3,50;0;4
36;Поляков Андрей;;Iю;00:30:42;+00:19:30;36;3,40;0;3
37;Надёжкин Артём;;Iю;00:32:46;+00:21:34;37;3,31;0;3
38;Максимов Артём;;;00:34:26;+00:23:14;38;3,23;0;3
39;Сафонов Артём;;Iю;00:35:00;+00:23:48;39;3,14;0;3
40;Фролов Кирилл;;;00:35:47;+00:24:35;40;3,06;0;3
41;Батищев Всеволод;;;00:39:21;+00:28:09;41;2,99;0;3
42;Усольцев Роман;;Iю;00:49:38;+00:38:26;42;2,92;0;3


Группа OPEN2
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Тимофеев Тимофей;;I;01:00:03;;1;117,20;0;117
2;Горица Роман;;II;01:01:35;+00:01:32;2;58,60;37,07;96
3;Костромцов Илья;;III;01:02:13;+00:02:10;3;39,07;36,25;75
4;Гусев Денис;;;01:37:37;+00:37:34;4;29,30;0;29
5;Кириллова Александра;;;01:40:09;+00:40:06;5;23,44;0;23
6;Акушев Богдан;;II;01:40:41;+00:40:38;6;19,53;0;20
7;Курганова Милана;;II;01:43:23;+00:43:20;7;16,74;0;17
8;Назарова Анастасия;;;01:54:41;+00:54:38;8;14,65;0;15
9;Сиренко Дмитрий;;Iю;00:00:00;;;0;0;0
10;Кошкидько Дарья;;Iю;00:00:00;;;0;0;0
11;Колов Вячеслав;;III;00:00:00;;;0;0;0
12;Салмин Сергей;;;00:00:00;;;0;0;0


Группа OPEN1
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Барышников Сергей;;КМС;01:24:19;;1;115;0;115
2;Бектимиров Адик;;I;01:44:50;+00:20:31;2;57,5;19,68;77


Группа D12
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Елисеева Алена;;III;00:11:27;;1;109,35;0;109
2;Белявина Анастасия;;III;00:11:36;+00:00:09;2;54,68;35,49;90
3;Самаркина Олеся;;Iю;00:11:54;+00:00:27;3;36,45;33,58;70
4;Быкова Анастасия;;Iю;00:12:38;+00:01:11;4;27,34;28,92;56
5;Терентьева Валерия;;II;00:13:00;+00:01:33;5;21,87;26,58;48
6;Еремина Мария;;IIю;00:13:29;+00:02:02;6;18,23;23,50;42
7;Соловьева Елена;;IIIю;00:15:33;+00:04:06;7;15,62;10,35;26
8;Носова Мария;;IIIю;00:17:31;+00:06:04;8;13,67;0;14
9;Гаркуша Анастасия;;;00:18:40;+00:07:13;9;12,15;0;12
10;Дурынина Варвара;;Iю;00:20:03;+00:08:36;10;10,94;0;11
11;Шайхутдинова Амира;;;00:22:18;+00:10:51;11;9,94;0;10
12;Бахтиева Чулпан;;IIIю;00:24:51;+00:13:24;12;9,11;0;9
13;Филатова Яна;;Iю;00:24:54;+00:13:27;13;8,41;0;8
14;Гуськова Анна;;Iю;00:25:43;+00:14:16;14;7,81;0;8
15;Петушкова Татьяна;;IIIю;00:25:49;+00:14:22;15;7,29;0;7
16;Зайцева Елена;;IIю;00:26:16;+00:14:49;16;6,83;0;7
17;Полицковая Софья;;IIю;00:26:34;+00:15:07;17;6,43;0;6
18;Асташкина Виктория;;;00:37:56;+00:26:29;18;6,08;0;6
19;Бикмухаметова Алия;;IIIю;00:39:08;+00:27:41;19;5,76;0;6
20;Лаптева Екатерина;;IIIю;00:40:20;+00:28:53;20;5,47;0;5
21;Шубина Мария;;;00:45:48;+00:34:21;21;5,21;0;5
22;Фазлиева Арина;;;00:47:55;+00:36:28;22;4,97;0;5
23;Кириченко Елизавета;;IIIю;01:21:08;+01:09:41;23;4,75;0;5


Группа M21A
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Сычев Андрей;;II;00:44:59;;1;106,15;0;106
2;Маринин Павел;;;01:05:30;+00:20:31;2;53,08;3,11;56
3;Шалгомов Андрей;;;01:09:45;+00:24:46;3;35,38;0;35
4;Юлин Максим;;II;02:05:57;+01:20:58;4;26,54;0;27
5;Шайхутдинов Рамиль;;;02:33:44;+01:48:45;5;21,23;0;21


Группа M60
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Додонов Евгений;;III;01:19:58;;1;106;0;106
2;Пичугин Валентин;;I;01:42:40;+00:22:42;2;53,0;15,27;68


Группа D60
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Шестерикова Татьяна;;II;01:17:11;;1;103,05;0;103
2;Романчева Надежда;;;00:00:00;;;0;0;0


Группа M10
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Милованов Тимофей;;;00:12:55;;1;100,80;0;101
2;Поздеев Ярослав;;;00:12:58;+00:00:03;2;50,40;33,34;84
3;Курнов Глеб;;;00:15:59;+00:03:04;3;33,60;17,65;51
4;Артемьев Иван;;;00:19:01;+00:06:06;4;25,20;1,86;27
5;Головин Максим;;IIIю;00:20:51;+00:07:56;5;20,16;0;20
6;Шаров Михаил;;;00:21:19;+00:08:24;6;16,80;0;17
7;Грахов Виктор;;;00:23:29;+00:10:34;7;14,40;0;14
8;Рабосин Станислав;;;00:23:56;+00:11:01;8;12,60;0;13
9;Хмелевский Никита;;;00:24:39;+00:11:44;9;11,20;0;11
10;Уланков Егор;;;00:27:58;+00:15:03;10;10,08;0;10
11;Щепалин Андрей;;;00:28:54;+00:15:59;11;9,16;0;9
12;Филатов Виктор;;;00:30:35;+00:17:40;12;8,40;0;8
13;Чернышов Дмитрий;;;00:41:03;+00:28:08;13;7,75;0;8
14;Шамсутдинов Артем;;;00:46:30;+00:33:35;14;7,20;0;7
15;Авдеев Слава;;;00:52:08;+00:39:13;15;6,72;0;7


Группа OPEN3
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Иваев Амир;;IIю;00:19:40;;1;100,70;0;101
2;Воробей Илья;;IIIю;00:20:47;+00:01:07;2;50,35;29,75;80
3;Тихонов Юрий;;IIIю;00:23:53;+00:04:13;3;33,57;19,17;53
4;Щепалин Александр;;;00:52:20;+00:32:40;4;25,18;0;25
5;Бектимиров Марсель;;IIIю;00:56:19;+00:36:39;5;20,14;0;20
6;Горбунов Илья;;;00:00:00;;;0;0;0


Группа D10
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Якупова Аделина;;IIIю;00:10:14;;1;100,60;0;101
2;Казачек Елена;;;00:12:42;+00:02:28;2;50,30;17,37;68
3;Кулешова Лада;;;00:13:40;+00:03:26;3;33,53;11,03;45
4;Елисеева Галина;;;00:13:48;+00:03:34;4;25,15;10,16;35
5;Сорокина Александра;;;00:15:17;+00:05:03;5;20,12;0,44;21
6;Енедерова Софья;;;00:22:10;+00:11:56;6;16,77;0;17
7;Сухенко Анастасия;;;00:24:34;+00:14:20;7;14,37;0;14
8;Ковыляева Злата;;;00:26:05;+00:15:51;8;12,58;0;13
9;Локотникова Ольга;;IIIю;00:28:16;+00:18:02;9;11,18;0;11
10;Петухова Алиса;;;00:00:00;;;0;0;0


Группа RsD
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Сабиров Родион;;;00:07:04;;1;100,35;0;100
2;Мокин Егор;;;00:10:36;+00:03:32;2;50,18;0;50
3;Новоселова Мария;;;00:12:00;+00:04:56;3;33,45;0;33
4;Бахтиева Сания;;;00:12:50;+00:05:46;4;25,09;0;25
5;Новоселова Дарья;;;00:14:11;+00:07:07;5;20,07;0;20
6;Усольцева Ирина;;;00:16:27;+00:09:23;6;16,73;0;17
7;Шаров Федор;;;00:18:32;+00:11:28;7;14,34;0;14


